company,name,year,selling_price,km_driven,fuel,transmission,owner
Hyundai,Hyundai Grand i10 1.2,2018,500000,20000,Petrol,Manual,Second Owner
Ford,Ford EcoSport 1.5 Petrol,2017,570000,31596,Petrol,Manual,First Owner
Mahindra,Mahindra XUV500 W6 2WD,2013,650000,85710,Diesel,Manual,First Owner
Toyota,Toyota Fortuner 3.0 Diesel,2012,1680000,129627,Diesel,Manual,First Owner
Datsun,Datsun RediGO T Option,2018,250000,10000,Petrol,Manual,First Owner
Hyundai,Hyundai i10 Sportz,2014,320000,15000,Petrol,Manual,First Owner
Maruti,Maruti Wagon R AMT,2017,440000,35000,Petrol,Automatic,First Owner
Hyundai,Hyundai i20 Sportz 1.2,2013,315000,49000,Petrol,Manual,Second Owner
Hyundai,Hyundai Santro Xing ABS,2007,100000,70000,Petrol,Manual,Third Owner
Tata,Tata Manza Aura Quadrajet,2010,202999,158000,Diesel,Manual,First Owner
Hyundai,Hyundai EON Era,2012,179000,30000,Petrol,Manual,Second Owner
Hyundai,Hyundai i10 Magna 1.2,2008,140000,60000,Petrol,Manual,Second Owner
Maruti,Maruti Zen Estilo 1.1,2008,150000,40000,Petrol,Manual,Second Owner
Mahindra,Mahindra Bolero SLX,2011,440000,60000,Diesel,Manual,Second Owner
Ford,Ford Figo Diesel EXI,2011,250000,55130,Diesel,Manual,Second Owner
Maruti,Maruti Wagon R VXI,2014,330000,22000,Petrol,Manual,First Owner
Ford,Ford Figo Petrol ZXI,2010,250000,48000,Petrol,Manual,First Owner
Hyundai,Hyundai i20 Magna,2012,335000,45000,Petrol,Manual,First Owner
Mahindra,Mahindra XUV500 W4,2016,1025000,22522,Diesel,Manual,First Owner
Hyundai,Hyundai i20 1.2 Magna,2012,320000,51856,Petrol,Manual,Third Owner
Maruti,Maruti Ciaz RS ZXi,2015,550000,29434,Petrol,Manual,First Owner
Honda,Honda WR-V i-DTEC VX,2018,800000,25000,Diesel,Manual,First Owner
Tata,Tata Tiago 1.2 Revotron,2017,380000,28000,Petrol,Manual,Second Owner
Renault,Renault Duster 85PS Diesel,2013,400000,44500,Diesel,Manual,Second Owner
Maruti,Maruti Wagon R VXI,2016,375000,34500,Petrol,Manual,First Owner
Honda,Honda City i-VTEC CVT,2017,1100000,20000,Petrol,Automatic,First Owner
Hyundai,Hyundai i20 1.2 Spotz,2018,650000,15000,Petrol,Manual,First Owner
Nissan,Nissan Micra XV CVT,2014,361000,26000,Petrol,Automatic,First Owner
Hyundai,Hyundai EON D Lite,2012,140000,20000,Petrol,Manual,First Owner
Hyundai,Hyundai Xcent 1.2 VTVT,2019,550000,3000,Petrol,Manual,First Owner
Honda,Honda Amaze VX Petrol,2019,670000,20000,Petrol,Manual,First Owner
Maruti,Maruti Vitara Brezza ZDi,2017,880000,25000,Diesel,Manual,First Owner
Ford,Ford EcoSport 1.5 Diesel,2018,950000,35000,Diesel,Manual,First Owner
Chevrolet,Chevrolet Cruze LTZ,2010,300000,60000,Diesel,Manual,First Owner
Honda,Honda City i-VTEC CVT,2017,1150000,6825,Petrol,Automatic,First Owner
Chevrolet,Chevrolet Cruze LTZ AT,2015,450000,155000,Diesel,Automatic,First Owner
Maruti,Maruti Eeco CNG 5,2018,375000,50000,CNG,Manual,First Owner
Maruti,Maruti Ertiga BSIV VXI,2016,600000,13500,Petrol,Manual,First Owner
Toyota,Toyota Innova 2.5 V,2008,700000,260000,Diesel,Manual,First Owner
Hyundai,Hyundai Xcent 1.2 CRDi,2018,600000,65000,Diesel,Manual,First Owner
Mahindra,Mahindra Xylo H9,2014,630000,95000,Diesel,Manual,Second Owner
Maruti,Maruti Ciaz ZXi,2016,590000,40000,Petrol,Manual,Second Owner
Hyundai,Hyundai Santro Era,2019,420000,30000,Petrol,Manual,First Owner
Mitsubishi,Mitsubishi Pajero Sport 4X4,2016,1950000,120000,Diesel,Manual,First Owner
Tata,Tata New Safari Dicor,2013,541000,112011,Diesel,Manual,First Owner
Toyota,Toyota Innova 2.5 G,2015,900000,125000,Diesel,Manual,First Owner
Toyota,Toyota Innova 2.5 G,2015,900000,125000,Diesel,Manual,First Owner
Tata,Tata Manza Aura Quadrajet,2009,250000,43000,Diesel,Manual,First Owner
Mahindra,Mahindra Bolero 2011-2019 SLE,2019,670000,53534,Diesel,Manual,First Owner
Tata,Tata Tigor 2017-2020 XZ,2019,530000,20000,Petrol,Manual,First Owner
Chevrolet,Chevrolet Beat Diesel LT,2012,150000,70000,Diesel,Manual,Second Owner
Mahindra,Mahindra XUV500 W8 2WD,2013,550000,70000,Diesel,Manual,Third Owner
Mahindra,Mahindra Scorpio 1.99 S4,2015,650000,150000,Diesel,Manual,First Owner
Tata,Tata Indica Vista TDI,2012,180000,100000,Diesel,Manual,Second Owner
Mahindra,Mahindra Thar 4X4,2015,585000,50000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 Magna,2013,345000,120000,Petrol,Manual,Second Owner
Maruti,Maruti Swift VDI,2013,350000,110000,Diesel,Manual,Third Owner
Honda,Honda BRV i-VTEC V,2016,725000,140000,Petrol,Manual,First Owner
Tata,Tata Venture EX 7,2012,250000,120000,Diesel,Manual,First Owner
Maruti,Maruti 800 AC,2002,45000,70000,Petrol,Manual,Second Owner
Renault,Renault KWID 1.0 RXT,2017,325000,16500,Petrol,Manual,Second Owner
Maruti,Maruti Alto K10 VXI,2016,350000,9900,Petrol,Manual,First Owner
Maruti,Maruti Alto LXi,2012,180000,80000,Petrol,Manual,Third Owner
Fiat,Fiat Linea Emotion,2010,150000,100000,Petrol,Manual,Second Owner
Maruti,Maruti Dzire ZXI,2020,700000,20000,Petrol,Manual,First Owner
Maruti,Maruti Ciaz ZDi Plus,2016,795000,90000,Diesel,Manual,First Owner
Mahindra,Mahindra Thar CRDe,2019,950000,15000,Diesel,Manual,First Owner
Volkswagen,Volkswagen Vento 1.5 Highline,2018,885000,75000,Diesel,Automatic,First Owner
Maruti,Maruti Ritz LDi,2011,160000,140000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 1.4 CRDi,2012,300000,120000,Diesel,Manual,Second Owner
Volkswagen,Volkswagen Vento 1.5 Highline,2018,950000,75000,Diesel,Automatic,First Owner
Maruti,Maruti Ertiga VDI,2015,549000,90000,Diesel,Manual,First Owner
Audi,Audi A3 35 TDI,2018,3000000,20000,Diesel,Automatic,First Owner
Toyota,Toyota Innova 2.5 VX,2015,1200000,61000,Diesel,Manual,First Owner
Renault,Renault Fluence Diesel E4,2012,570000,100000,Diesel,Manual,Second Owner
Mahindra,Mahindra Thar CRDe,2017,800000,60000,Diesel,Manual,Second Owner
Hyundai,Hyundai Verna CRDi SX,2009,375000,100000,Diesel,Manual,First Owner
Mahindra,Mahindra Bolero SLX,2009,300000,170000,Diesel,Manual,Third Owner
Toyota,Toyota Etios G,2013,350000,100000,Petrol,Manual,Second Owner
Mahindra,Mahindra Bolero SLX,2011,400000,120000,Diesel,Manual,Second Owner
Volkswagen,Volkswagen Polo 1.5 TDI,2015,434999,50000,Diesel,Manual,First Owner
Toyota,Toyota Etios Liva G,2012,200000,120000,Petrol,Manual,Second Owner
Maruti,Maruti Alto 800 LXI,2015,260000,25000,Petrol,Manual,First Owner
Maruti,Maruti Swift VDI,2013,450000,24019,Diesel,Manual,First Owner
Hyundai,Hyundai Verna 1.6 SX,2013,459999,80000,Diesel,Manual,Second Owner
Maruti,Maruti Ritz VDi ABS,2011,210000,100000,Diesel,Manual,Second Owner
Maruti,Maruti Swift Dzire VXI,2015,540000,93000,Petrol,Manual,Second Owner
Maruti,Maruti Ertiga SHVS VDI,2017,710000,50000,Diesel,Manual,First Owner
Maruti,Maruti Alto 800 VXI,2018,285000,22000,Petrol,Manual,First Owner
Hyundai,Hyundai Creta 1.4 E,2019,990000,19600,Diesel,Manual,First Owner
Tata,Tata Indigo CS eGLS,2017,362000,104000,Petrol,Manual,First Owner
Ford,Ford EcoSport 1.5 Diesel,2017,880000,33000,Diesel,Manual,First Owner
Mahindra,Mahindra TUV 300 mHAWK100,2017,700000,60000,Diesel,Manual,First Owner
Mahindra,Mahindra Bolero 2011-2019 DI,2016,600000,60000,Diesel,Manual,First Owner
Nissan,Nissan Terrano XL,2015,700000,40000,Petrol,Manual,First Owner
Tata,Tata Tiago 1.05 Revotorq,2016,400000,60000,Diesel,Manual,First Owner
Hyundai,Hyundai Accent Executive LPG,2010,165000,80000,LPG,Manual,First Owner
Toyota,Toyota Innova 2.5 V,2007,350000,376412,Diesel,Manual,Second Owner
Maruti,Maruti Ertiga VXI,2014,425000,80000,Petrol,Manual,Third Owner
Hyundai,Hyundai Santro Xing GL,2012,180000,70000,Petrol,Manual,First Owner
Maruti,Maruti Alto K10 2010-2014,2012,170000,90000,Petrol,Manual,Third Owner
Mahindra,Mahindra Bolero 2011-2019 DI,2014,370000,183000,Diesel,Manual,First Owner
Maruti,Maruti Vitara Brezza VDi,2018,800000,27000,Diesel,Manual,First Owner
Ford,Ford EcoSport 1.5 Diesel,2017,900000,35000,Diesel,Manual,First Owner
Maruti,Maruti Swift VDI,2013,390000,120000,Diesel,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,2014,445000,80000,Diesel,Manual,Second Owner
Maruti,Maruti Wagon R LXI,2013,275000,55000,LPG,Manual,First Owner
Maruti,Maruti Ritz VDi,2009,200000,120000,Diesel,Manual,Second Owner
Maruti,Maruti Swift Dzire 1.2,2012,350000,72000,Petrol,Manual,Second Owner
Tata,Tata New Safari 4X4,2007,95000,120000,Diesel,Manual,Second Owner
Toyota,Toyota Etios GD,2014,550000,250000,Diesel,Manual,First Owner
Chevrolet,Chevrolet Tavera Neo 3,2016,900000,100000,Diesel,Manual,First Owner
Tata,Tata Sumo Gold GX,2013,350000,120000,Diesel,Manual,Second Owner
Nissan,Nissan Micra XV CVT,2015,325000,50000,Petrol,Automatic,First Owner
Hyundai,Hyundai Grand i10 Asta,2014,455999,32000,Petrol,Manual,First Owner
Maruti,Maruti Alto STD,2008,129000,60000,Petrol,Manual,First Owner
Maruti,Maruti Alto 800 LXI,2017,254000,40000,Petrol,Manual,First Owner
Ford,Ford Ecosport 1.5 Diesel,2014,570000,48000,Diesel,Manual,First Owner
Nissan,Nissan Terrano XL D,2018,840000,30000,Diesel,Manual,First Owner
Tata,Tata New Safari DICOR,2010,235000,100000,Diesel,Manual,Second Owner
Mahindra,Mahindra TUV 300 T6,2016,700000,50000,Diesel,Manual,First Owner
Hyundai,Hyundai Santro Xing ABS,2010,140000,40000,Petrol,Manual,Second Owner
Hyundai,Hyundai Grand i10 1.2,2018,528000,5000,Petrol,Manual,First Owner
Jeep,Jeep Compass 2.0 Limited,2017,1500000,12000,Diesel,Manual,First Owner
Mahindra,Mahindra Bolero 2011-2019 DI,2016,560000,72000,Diesel,Manual,First Owner
Mahindra,Mahindra Bolero 2011-2019 DI,2016,600000,70000,Diesel,Manual,First Owner
Chevrolet,Chevrolet Aveo U-VA 1.2,2007,102000,50000,Petrol,Manual,Second Owner
Mahindra,Mahindra XUV500 W8 AWD,2014,750000,70000,Diesel,Manual,Second Owner
Chevrolet,Chevrolet Aveo U-VA 1.2,2010,148000,70000,Petrol,Manual,Third Owner
Maruti,Maruti Baleno Alpha 1.2,2015,650000,50000,Petrol,Manual,First Owner
Volkswagen,Volkswagen Polo Petrol Trendline,2012,310000,40000,Petrol,Manual,First Owner
Hyundai,Hyundai Xcent 1.2 Kappa,2014,480000,30000,Petrol,Manual,First Owner
Maruti,Maruti Alto 800 VXI,2018,320000,15000,Petrol,Manual,First Owner
Honda,Honda City i VTEC,2015,750000,40000,Petrol,Manual,First Owner
Nissan,Nissan Micra Active XL,2017,370000,40000,Petrol,Manual,First Owner
Maruti,Maruti Swift ZXI,2013,420000,67000,Petrol,Manual,First Owner
Maruti,Maruti Swift Dzire VXi,2010,240000,60000,Petrol,Manual,Second Owner
Datsun,Datsun RediGO 1.0 S,2017,220000,60000,Petrol,Manual,First Owner
Tata,Tata Tiago 1.2 Revotron,2016,350000,30000,Petrol,Manual,First Owner
Honda,Honda Amaze VX i-DTEC,2018,675000,40000,Diesel,Manual,First Owner
Toyota,Toyota Etios Cross 1.2L,2016,434999,50000,Petrol,Manual,Second Owner
Honda,Honda CR-V 2.0L 2WD,2006,125000,200000,Petrol,Automatic,Third Owner
Mahindra,Mahindra KUV 100 mFALCON,2016,400000,14000,Petrol,Manual,Second Owner
Chevrolet,Chevrolet Tavera Neo 3,2015,425000,70000,Diesel,Manual,First Owner
Maruti,Maruti Ritz Genus VDi,2010,311000,94000,Diesel,Manual,Second Owner
Chevrolet,Chevrolet Tavera Neo 3,2015,509999,197000,Diesel,Manual,First Owner
Ford,Ford Figo 1.5D Trend,2015,530000,79000,Diesel,Manual,Second Owner
Skoda,Skoda Octavia Rider 1.9,2008,210000,120000,Diesel,Manual,Second Owner
Mahindra,Mahindra Marazzo M2 8Str,2019,977000,30000,Diesel,Manual,First Owner
Maruti,Maruti Wagon R VXI,2018,440000,20000,Petrol,Manual,First Owner
Maruti,Maruti Wagon R VXI,2018,440000,17000,Petrol,Manual,First Owner
Hyundai,Hyundai i20 1.2 Spotz,2018,655000,20000,Petrol,Manual,First Owner
Renault,Renault KWID RXT Optional,2016,295000,60000,Petrol,Manual,First Owner
Hyundai,Hyundai i20 1.2 Spotz,2018,655000,20000,Petrol,Manual,First Owner
Hyundai,Hyundai Getz 1.1 GLE,2007,65000,70000,Petrol,Manual,Third Owner
Tata,Tata Hexa XT,2017,1200000,150000,Diesel,Manual,First Owner
Tata,Tata Hexa XM,2017,1251000,35000,Diesel,Manual,First Owner
Tata,Tata Indigo CS eLX,2010,200000,60000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 Active 1.4,2016,750000,40000,Diesel,Manual,First Owner
Maruti,Maruti Wagon R LXI,2018,400000,60000,CNG,Manual,First Owner
Honda,Honda Amaze E i-VTEC,2017,475000,57000,Petrol,Manual,First Owner
Tata,Tata Indigo VS,2012,110000,120000,Diesel,Manual,Second Owner
Renault,Renault KWID 1.0 RXT,2017,350000,30000,Petrol,Manual,First Owner
Maruti,Maruti Swift Dzire Tour,2016,450000,175000,Diesel,Manual,First Owner
Tata,Tata Indigo LX,2010,150000,90000,Diesel,Manual,First Owner
Tata,Tata Indica V2 DLS,2009,80000,110000,Diesel,Manual,Second Owner
Hyundai,Hyundai i20 Magna 1.2,2015,430000,35000,Petrol,Manual,Second Owner
Toyota,Toyota Innova Crysta 2.4,2017,1450000,81000,Diesel,Manual,First Owner
Chevrolet,Chevrolet Cruze LTZ,2011,360000,100000,Diesel,Manual,First Owner
Tata,Tata Hexa XTA,2017,1445000,60000,Diesel,Automatic,First Owner
Honda,Honda City i DTec,2016,670000,60000,Diesel,Manual,First Owner
Mercedes-Benz,Mercedes-Benz GLA Class 200,2016,2000000,70000,Petrol,Automatic,First Owner
Maruti,Maruti Swift 1.3 VXi,2010,175000,83000,Petrol,Manual,Second Owner
Honda,Honda Amaze S i-Dtech,2015,440000,50000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 1.4 CRDi,2012,254999,90000,Diesel,Manual,First Owner
Datsun,Datsun GO Plus A,2018,530000,65000,Petrol,Manual,First Owner
Mahindra,Mahindra XUV500 W4 1.99,2016,890000,40000,Diesel,Manual,Second Owner
Volkswagen,Volkswagen Polo Diesel Comfortline,2013,280000,80000,Diesel,Manual,Second Owner
Maruti,Maruti Swift Dzire AMT,2017,725000,35000,Petrol,Automatic,First Owner
Mahindra,Mahindra TUV 300 T8,2016,700000,30000,Diesel,Manual,First Owner
Maruti,Maruti Zen Estilo LXI,2007,90000,70000,Petrol,Manual,First Owner
Hyundai,Hyundai i10 Magna 1.1L,2015,287000,100000,Petrol,Manual,Second Owner
Hyundai,Hyundai Creta 1.6 SX,2018,1380000,55000,Petrol,Automatic,First Owner
Toyota,Toyota Innova 2.5 G,2013,750000,80000,Diesel,Manual,Second Owner
Hyundai,Hyundai Verna 1.4 VTVT,2016,650000,40000,Petrol,Manual,First Owner
Maruti,Maruti Wagon R LXI,2013,240000,108916,Petrol,Manual,Second Owner
Hyundai,Hyundai EON Magna Optional,2013,290000,40000,Petrol,Manual,Second Owner
Hyundai,Hyundai EON Era Plus,2014,229999,80000,Petrol,Manual,First Owner
Honda,Honda City i DTec,2016,1000000,50000,Diesel,Manual,Second Owner
Hyundai,Hyundai Santro Xing GL,2012,200000,90000,Petrol,Manual,Second Owner
Hyundai,Hyundai i20 1.4 CRDi,2012,330000,90000,Diesel,Manual,First Owner
Maruti,Maruti Ritz VDi ABS,2009,200000,70000,Diesel,Manual,First Owner
Mahindra,Mahindra KUV 100 D75,2018,420000,31000,Diesel,Manual,First Owner
Maruti,Maruti Swift Dzire VDi,2009,260000,120000,Diesel,Manual,Second Owner
Hyundai,Hyundai i20 Sportz 1.2,2016,590000,40000,Petrol,Manual,First Owner
Maruti,Maruti Swift VDI BSIV,2015,545000,180000,Diesel,Manual,First Owner
Maruti,Maruti Wagon R LXI,2011,210000,90000,Petrol,Manual,Second Owner
Honda,Honda City 2017-2020 GXi,2008,185000,110000,Petrol,Manual,Second Owner
Maruti,Maruti Wagon R LXI,2006,125000,59000,Petrol,Manual,Second Owner
Hyundai,Hyundai EON Magna Plus,2014,280000,60000,Petrol,Manual,Second Owner
Hyundai,Hyundai Santro Xing XO,2005,99000,89500,Petrol,Manual,First Owner
Maruti,Maruti Wagon R VXI,2005,98000,70000,Petrol,Manual,Second Owner
Tata,Tata Indica Vista Aqua,2009,100000,190000,Diesel,Manual,First Owner
Mahindra,Mahindra Verito Vibe 1.5,2013,250000,180000,Diesel,Manual,First Owner
Toyota,Toyota Fortuner 3.0 Diesel,2010,750000,150000,Diesel,Manual,Second Owner
Chevrolet,Chevrolet Optra Magnum 2.0,2007,160000,130000,Diesel,Manual,Second Owner
Hyundai,Hyundai Verna 1.6 CRDi,2013,509999,120000,Diesel,Automatic,Second Owner
Tata,Tata Indica V2 DL,2009,95000,80000,Diesel,Manual,Second Owner
Hyundai,Hyundai Verna 1.6 SX,2014,525000,80000,Diesel,Manual,Second Owner
Datsun,Datsun RediGO 1.0 T,2017,278000,20000,Petrol,Manual,First Owner
Maruti,Maruti 800 AC,1997,50000,60000,Petrol,Manual,Second Owner
Volkswagen,Volkswagen Polo Diesel Highline,2011,254999,120000,Diesel,Manual,Third Owner
Maruti,Maruti Swift Dzire VXI,2019,675000,10000,Petrol,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,2016,600000,147000,Diesel,Manual,Second Owner
Maruti,Maruti S-Cross 2017-2020 Zeta,2018,950000,51000,Diesel,Manual,First Owner
Honda,Honda City 2017-2020 GXi,2007,229999,60000,Petrol,Manual,Third Owner
Toyota,Toyota Innova 2.5 G4,2009,600000,220000,Diesel,Manual,First Owner
Maruti,Maruti Alto 800 VXI,2017,330000,20000,Petrol,Manual,First Owner
Maruti,Maruti Alto K10 VXI,2017,350000,40000,Petrol,Manual,First Owner
Volkswagen,Volkswagen Polo 1.2 MPI,2016,560000,35000,Petrol,Manual,First Owner
Maruti,Maruti Wagon R VXI,2017,440000,30000,Petrol,Manual,First Owner
Maruti,Maruti A-Star Vxi,2011,220000,90000,Petrol,Manual,Second Owner
Maruti,Maruti Swift Dzire ZDI,2017,750000,110000,Diesel,Manual,Second Owner
Mahindra,Mahindra XUV500 W6 2WD,2015,800000,140000,Diesel,Manual,First Owner
Tata,Tata Indica V2 DLX,2007,59259,104000,Diesel,Manual,Second Owner
Maruti,Maruti Baleno Zeta Automatic,2018,740000,9000,Petrol,Automatic,First Owner
Maruti,Maruti Ignis 1.2 AMT,2019,570000,19000,Petrol,Automatic,Second Owner
Maruti,Maruti Wagon R AMT,2017,430000,20000,Petrol,Automatic,First Owner
Maruti,Maruti Vitara Brezza ZDi,2016,800000,70000,Diesel,Manual,First Owner
Hyundai,Hyundai Grand i10 CRDi,2015,450000,53000,Diesel,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,2013,420000,105000,Diesel,Manual,Second Owner
Mahindra,Mahindra Thar DI 4X4,2015,750000,16000,Diesel,Manual,First Owner
Maruti,Maruti Baleno RS 1.0,2019,780000,7200,Petrol,Manual,First Owner
Volkswagen,Volkswagen Polo Diesel Comfortline,2011,320000,77000,Diesel,Manual,Second Owner
Mahindra,Mahindra KUV 100 D75,2017,690000,40000,Diesel,Manual,First Owner
Maruti,Maruti Swift Dzire ZDi,2012,375000,70000,Diesel,Manual,Second Owner
Ford,Ford Figo 1.2P Sports,2017,620000,50000,Petrol,Manual,First Owner
Hyundai,Hyundai Santro Xing GL,2015,300000,85000,LPG,Manual,First Owner
Maruti,Maruti Eeco 7 Seater,2016,370000,58000,Petrol,Manual,Second Owner
Mahindra,Mahindra Thar 4X4,2013,770000,85000,Diesel,Manual,First Owner
Hyundai,Hyundai Xcent 1.2 Kappa,2014,500000,65000,Petrol,Manual,First Owner
Mahindra,Mahindra KUV 100 mFALCON,2017,450000,120000,Diesel,Manual,First Owner
Hyundai,Hyundai Santro Xing GL,2013,195000,50000,Petrol,Manual,Second Owner
Maruti,Maruti Wagon R AMT,2018,472000,30000,Petrol,Automatic,First Owner
Maruti,Maruti Alto K10 VXI,2014,250000,58000,Petrol,Manual,Second Owner
Chevrolet,Chevrolet Beat Diesel,2011,165000,70000,Diesel,Manual,Second Owner
Tata,Tata Zest Quadrajet 1.3,2018,525000,110000,Diesel,Manual,Second Owner
Maruti,Maruti Wagon R LXI,2003,145000,65000,Petrol,Manual,Third Owner
Tata,Tata Indica Vista Quadrajet,2013,325000,100000,Diesel,Manual,First Owner
Mahindra,Mahindra Bolero Power Plus,2017,660000,60000,Diesel,Manual,Second Owner
Ford,Ford Classic 1.4 Duratorq,2014,310000,90000,Diesel,Manual,Second Owner
Mahindra,Mahindra Bolero SLX 4WD,2008,250000,200000,Diesel,Manual,First Owner
Ford,Ford Classic 1.4 Duratorq,2014,330000,100000,Diesel,Manual,Second Owner
Ford,Ford Figo Diesel Titanium,2012,250000,80000,Diesel,Manual,Second Owner
Mahindra,Mahindra NuvoSport N8 AMT,2017,650000,60000,Diesel,Automatic,First Owner
Maruti,Maruti Alto K10 VXI,2016,305000,40000,Petrol,Manual,First Owner
Maruti,Maruti Ciaz VDi Plus,2015,600000,50000,Diesel,Manual,First Owner
Maruti,Maruti Wagon R LXI,2015,280000,110000,Petrol,Manual,First Owner
Tata,Tata Indigo CR4,2011,153000,50000,Diesel,Manual,Second Owner
Mahindra,Mahindra TUV 300 mHAWK100,2018,700000,30000,Diesel,Manual,First Owner
Renault,Renault KWID RXL,2017,325000,40000,Petrol,Manual,First Owner
Maruti,Maruti Alto K10 VXI,2016,305000,40000,Petrol,Manual,First Owner
Maruti,Maruti 800 AC,2006,155000,70000,Petrol,Manual,Second Owner
Maruti,Maruti Alto K10 2010-2014,2012,235000,80000,Petrol,Manual,Third Owner
Maruti,Maruti Swift VXI Optional,2016,500000,15000,Petrol,Manual,First Owner
Mahindra,Mahindra Bolero DI,2004,120000,150000,Diesel,Manual,Second Owner
Maruti,Maruti Estilo LXI,2009,155000,63000,Petrol,Manual,Third Owner
Skoda,Skoda Rapid 1.5 TDI,2016,675000,88000,Diesel,Automatic,First Owner
Toyota,Toyota Innova 2.5 Z,2014,950000,80000,Diesel,Manual,First Owner
Mahindra,Mahindra XUV500 W5 BSIV,2018,1051000,59865,Diesel,Manual,First Owner
Volkswagen,Volkswagen Polo 2015-2019 GT,2016,591000,60000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 Asta 1.4,2015,585000,72000,Diesel,Manual,First Owner
Honda,Honda City i-VTEC CVT,2017,1025000,68140,Petrol,Automatic,First Owner
Maruti,Maruti Swift VDI,2014,450000,53190,Diesel,Manual,First Owner
Hyundai,Hyundai i20 2015-2017 Sportz,2014,484999,70100,Diesel,Manual,First Owner
Honda,Honda Jazz 1.5 S,2018,650000,47725,Diesel,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,2014,434999,70195,Diesel,Manual,Second Owner
Ford,Ford Figo Diesel EXI,2011,195000,77395,Diesel,Manual,Second Owner
Mahindra,Mahindra Marazzo M2 8Str,2019,1000000,17000,Diesel,Manual,First Owner
Hyundai,Hyundai Elantra CRDi SX,2013,650000,64000,Diesel,Automatic,First Owner
Chevrolet,Chevrolet Beat Diesel LS,2014,190000,74321,Diesel,Manual,First Owner
Maruti,Maruti Swift Dzire ZDI,2013,409999,80235,Diesel,Manual,Second Owner
Hyundai,Hyundai Creta 1.6 CRDi,2016,1050000,77150,Diesel,Automatic,First Owner
Volkswagen,Volkswagen Vento 1.5 TDI,2015,651000,69000,Diesel,Automatic,First Owner
Maruti,Maruti SX4 S Cross,2015,650000,57000,Diesel,Manual,First Owner
Skoda,Skoda Rapid 1.5 TDI,2017,750000,89000,Diesel,Manual,First Owner
Volkswagen,Volkswagen Passat Highline DSG,2012,799000,61100,Diesel,Automatic,First Owner
Skoda,Skoda Octavia Ambiente 1.9,2010,355000,116000,Diesel,Manual,First Owner
Hyundai,Hyundai Verna 1.6 CRDi,2015,600000,80000,Diesel,Manual,First Owner
